LemonEntry,partOfSpeech,gender,writtenFormNominative(singular),writtenFormNominative (plural),writtenFormSingular (accusative),writtenFormSingular (dative),writtenFormSingular (genetive),preposition,SyntacticFrame,copulativeArg,prepositionalAdjunct,sense,reference,domain,range
Geschichte,noun,f,Geschichte,Geschichten,Geschichte,Geschichte,Geschichte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Extrem,noun,n,Extrem,Extreme,Extrem,Extrem,Extrems,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
County,noun,n,f,County,Countys,Countys,County,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Memphis,noun,m,Memphis,–,Memphis,Memphis,Memphis,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Promotion,noun,f,Promotion,Promotionen,Promotion,Promotion,Promotion,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Chris,noun,Chris,Chris,Chris’,Chris,Chris,Chris,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
West,noun,0,West,—,—,—,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Marktführer,noun,m,Marktführer,Marktführer,Marktführer,Marktführer,Marktführers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Liga,noun,f,Liga,Ligen,Liga,Liga,Liga,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Extrem,noun,n,Extrem,Extreme,Extrem,Extrem,Extrems,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Akteur,noun,m,Akteur,Akteure,Akteur,Akteur,Akteurs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Matt,noun,n,Matt,Matts,Matt,Matt,Matts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Bekanntheit,noun,f,Bekanntheit,Bekanntheiten,Bekanntheit,Bekanntheit,Bekanntheit,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Promoter,noun,m,Promoter,Promoters,Promotern,Promoter,Promoter,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Boy,noun,Boy,Boys,Boys,Boys,Boys,Boys,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Judoka,noun,m,f,Judoka,Judokas,Judokas,Judoka,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Tänzerin,noun,f,Tänzerin,Tänzerinnen,Tänzerin,Tänzerin,Tänzerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Fernsehsendung,noun,f,Fernsehsendung,Fernsehsendungen,Fernsehsendung,Fernsehsendung,Fernsehsendung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Joseph,noun,Joseph,Josephe,Josephs,Josephen,Josephs,Josephs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Ring,noun,m,Ring,Ringe,Ringe,Ringe,Ringes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
City,noun,f,City,Citys,City,City,City,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Ringrichter,noun,m,Ringrichter,Ringrichter,Ringrichter,Ringrichter,Ringrichters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Vater,noun,m,Vater,Väter,Vater,Vater,Vaters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
William,noun,William,Williame,Williams,Williamen,Williams,Williams,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Michigan,noun,n,Michigan,—,Michigan,Michigan,Michigans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Staat,noun,m,Staat,Staaten,Staates,Staate,Stäte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Ringer,noun,m,Ringer,Ringer,Ringer,Ringer,Ringers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Ringer,noun,m,Ringer,Ringer,Ringer,Ringer,Ringers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/coach,http://dbpedia.org/ontology/IceHockeyLeague	,http://dbpedia.org/ontology/CollegeCoach 
Beachvolleyballspielerin,noun,f,Beachvolleyballspielerin,Beachvolleyballspielerinnen,Beachvolleyballspielerin,Beachvolleyballspielerin,Beachvolleyballspielerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Beachvolleyballspieler,noun,m,Beachvolleyballspieler,Beachvolleyballspieler,Beachvolleyballspieler,Beachvolleyballspieler,Beachvolleyballspielers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Partnerin,noun,f,Partnerin,Partnerinnen,Partnerin,Partnerin,Partnerin,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Tour,noun,f,Tour,Touren,Tour,Tour,Tour,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Partner,noun,m,Partner,Partner,Partner,Partner,Partners,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/height,	http://dbpedia.org/ontology/Lighthouse	,xsd:integer                     
Schauspieler,noun,m,Schauspieler,Schauspieler,Schauspieler,Schauspieler,Schauspielers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/bandMember,	http://dbpedia.org/ontology/Band	,http://dbpedia.org/ontology/Person 
Musical,noun,n,Musical,Musicals,Musical,Musical,Musicals,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Musik,noun,f,Musik,Musiken,Musik,Musik,Musik,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Buch,noun,n,Buch,Bücher,Buche,Bücher,Buchs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Uraufführung,noun,f,Uraufführung,Uraufführungen,Uraufführung,Uraufführung,Uraufführung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Text,noun,m,Text,Texte,Texte,Texte,Textes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Regie,noun,f,Regie,Regien,Regie,Regie,Regie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Broadway,noun,m,Broadway,-,Broadway,Broadway,Broadways,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Theater,noun,n,Theater,Theater,Theater,Theater,Theaters,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Roman,noun,m,Roman,Romane,Roman,Roman,Romans,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Oktober,noun,m,Oktober,Oktober,Oktobern,Oktober,Oktober,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Geschichte,noun,f,Geschichte,Geschichten,Geschichte,Geschichte,Geschichte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Stück,noun,n,Stück,Stücke,Stücke,Stücke,Stücks,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Peter,noun,Peter,Peters,Peters,Peter,Petern,Peter,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Akte,noun,f,Akte,Akten,Akte,Akte,Akte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Komponist,noun,m,Komponist,Komponisten,Komponisten,Komponisten,Komponisten,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Libretto,noun,n,Libretto,Librettos,Libretto,Librettos,Libretti,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Premiere,noun,f,Premiere,Premieren,Premiere,Premiere,Premiere,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Film,noun,m,Film,Filme,Filme,Filme,Films,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Michael,noun, Michaele, Michael,Michaels, Michaeln, Michaels, Michaele,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
November,noun,m,November,November,November,November,Novembers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Erstaufführung,noun,f,Erstaufführung,Erstaufführungen,Erstaufführung,Erstaufführung,Erstaufführung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
April,noun,m,April,Aprile,Aprilen,Aprile,April,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Lund,noun,m,Lund,Lunde,Lunden,Lunde,Lunds,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
West,noun,0,West,—,—,—,,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
leben,noun,lebe,lebst,lebt,leb,lebte,lebte,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
März,noun,m,März,Märze,März,Märzen,März,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
September,noun,m,September,September,Septembern,September,September,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Juni,noun,m,Juni,Junis,Junis,Junis,Juni,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Oper,noun,f,Oper,Opern,Oper,Oper,Oper,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Januar,noun,m,Januar,Januare,Januaren,Januare,Januars,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Originaltitel,noun,m,Originaltitel,Originaltitel,Originaltitel,Originaltitel,Originaltitels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Show,noun,f,Show,Shows,Show,Show,Show,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Vorstellung,noun,f,Vorstellung,Vorstellungen,Vorstellung,Vorstellung,Vorstellung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Choreografie,noun,f,Choreografie,Choreografien,Choreografie,Choreografie,Choreografie,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Titel,noun,m,Titel,Titel,Titel,Titel,Titels,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Werk,noun,n,Werk,Werke,Werke,Werke,Werks,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Martin,noun,Martin,Martine,Martins,Martinen,Martins,Martins,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Inszenierung,noun,f,Inszenierung,Inszenierungen,Inszenierung,Inszenierung,Inszenierung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Aufführung,noun,f,Aufführung,Aufführungen,Aufführung,Aufführung,Aufführung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Idee,noun,f,Idee,Ideen,Idee,Idee,Idee,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
David,noun,David,Davide,Davids,Daviden,Davids,Davids,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Dezember,noun,m,Dezember,Dezember,Dezember,Dezember,Dezembers,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Handlung,noun,f,Handlung,Handlungen,Handlung,Handlung,Handlung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Produktion,noun,f,Produktion,Produktionen,Produktion,Produktion,Produktion,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
City,noun,f,City,Citys,City,City,City,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Übersetzung,noun,f,Übersetzung,Übersetzungen,Übersetzung,Übersetzung,Übersetzung,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Deutschland,noun,n,Deutschland,Deutschländer,Deutschländern,Deutschländer,Deutschland,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Oscar,noun,m,Oscar,Oscars,Oscar,Oscar,Oscars,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Hauptrolle,noun,f,Hauptrolle,Hauptrollen,Hauptrolle,Hauptrolle,Hauptrolle,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Rolle,noun,f,Rolle,Rollen,Rolle,Rolle,Rolle,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Lied,noun,n,Lied,Lieder,Liede,Lieder,Liedes,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Joseph,noun,Joseph,Josephe,Josephs,Josephen,Josephs,Josephs,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
August,noun,m,August,Auguste,Auguste,Auguste,Augusts,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Februar,noun,m,Februar,Februare,Februaren,Februare,Februar,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Sprache,noun,f,Sprache,Sprachen,Sprache,Sprache,Sprache,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Universität,noun,f,Universität,Universitäten,Universität,Universität,Universität,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Tournee,noun,f,Tournee,Tournees,Tournee,Tournees,Tourneen,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Zusammenarbeit,noun,f,Zusammenarbeit,—,Zusammenarbeit,Zusammenarbeit,Zusammenarbeit,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Juli,noun,m,Juli,Julis,Julis,Julis,Juli,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Story,noun,f,Story,Storys,Story,Story,Story,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Royal,noun,m,Royal,Royals,Royal,Royal,Royals,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
Kunst,noun,f,Kunst,Künste,Kunst,Kunst,Kunst,von,NounPPFrame,range,domain,1,http://dbpedia.org/ontology/musicBy,http://dbpedia.org/ontology/Musical	,http://dbpedia.org/ontology/Person  
